Notice: Tableau 1
Ce tableur comprend les annexes au rapport méthodologique sur les produits alimentaires  AGRIBALYSE. ;;;;
;;;;
www.agribalyse.fr;;;;
;;;;
La base de données est propriétée de l'ADEME, elle est pilotée au sein du GIS Revalim.;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Sommaire : ;;Summary :;;
1;Mix de consommation de matières premières – origine des produits;Raw material consumption mix – origin of raw mareial;;
2;Mix de consommation des matière premières pour les aliments les plus emblématiques consommés en France, source de données et années;Consumption mixes of raw materials for the most emblematic foods consumed in France, data source and years;;
3;Parts non comestibles – matière première végétale et oeufs;Inedible parts – vegetable, fruits, nuts and eggs;;
4;Poissons et crustacés : proxy utilisés et parts non comestibles;Fish and shellfish: proxies used and inedible parts;;
5;Poissons et crustacés : jeux de données exclus et  jeux de données ajouté dans AGRIBALYSE 3.0;Fish and shellfish: datasets excluded and datasets added in AGRIBALYSE 3.0;;
6;Densités utilisées;Densities used;;
7;Calcul des volumes d’eau évaporés par le processus de séchage ;Calculation of water volumes evaporated by the drying process ;;
8;Rendements utilisés pour les fromages;Yields used for cheeses;;
9;Recettes utilisées pour les produits CIQUAL : sources;Recipes used for CIQUAL products: sources;;
10;Produits CIQUAL approchés par d'autres recettes / produits CIQUAL;CIQUAL products approached by other CIQUAL recipes / products;;
11;Produits CIQUAL non présents dans Agribalyse;CIQUAL products not present in Agribalyse;;
12;Liste des dummy (données vides);List of dummy (empty data);;

1. Consumption mix: Tableau 1
Mix de consommation de matières premières – origine des produits;;;;;;
;;;;;;
Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins;
Input;Sunflower oil, consumption mix, at plant {FR} U;Sunflower oil, refined, low dehulling at plant {UA} U;0,2;kg;Refined Sunflower oil production in UA;
Output;Surmullet or red mullet, consumption mix {FR} U;Surmullet or red mullet, consumption mix {FR} U;1,0;kg;;
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Surmullet or red mullet, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,4;kg;;
Output;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;1,0;kg;;
Input;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,5;kg;Non-EU process (Thailand) assumed to be the same as French;
Input;Surmullet or red mullet, from Thailand or Senegal, by ship, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,5;kg;Non-EU process (Senegal) assumed to be the same as French;
Output;Sweet corn, on the cob, consumption mix {FR} U;Sweet corn, on the cob, consumption mix {FR} U;1,0;kg;;
Input;Sweet corn, on the cob, consumption mix {FR} U;Maize grain, conventional, 28% moisture, national average, animal feed, at farm gate {FR} U;1,0;kg;;
Output;Sweet green hokkaido squash, consumption mix {FR} U;Sweet green hokkaido squash, consumption mix {FR} U;1,0;kg;;
Input;Sweet green hokkaido squash, consumption mix {FR} U;Zucchini, conventional, national average, at farm gate {FR} U;1,0;kg;;
Output;Sweet potato, consumption mix {FR} U;Sweet potato, consumption mix {FR} U;1,0;kg;;
Input;Sweet potato, consumption mix {FR} U;Ware potato, conventional, variety mix, national average, at farm gate {FR} U;1,0;kg;;
Output;Swiss chard, consumption mix {FR} U;Swiss chard, consumption mix {FR} U;1,0;kg;;
Input;Swiss chard, consumption mix {FR} U;Spinach {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;1,0;kg;;
Output;Swordfish, consumption mix {FR} U;Swordfish, consumption mix {FR} U;1,0;kg;;
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Swordfish, consumption mix {FR} U;Bluefin Tuna, Thunnus thynnus, MedSea, Longline, average, at landing {FR} U;0,4;kg;;
Output;Syrup, maple, consumption mix {FR} U;Syrup, maple, consumption mix {FR} U;1,0;kg;;
Input;Syrup, maple, consumption mix {FR} U;Syrup, maple, at distribution {CA} U;1,0;kg;;
Output;Table apple, consumption mix {FR} U;Table apple, consumption mix {FR} U;1,0;kg;;
Input;Table apple, consumption mix {FR} U;Apple, conventional, national average, at orchard {FR} U;1,0;kg;;
Output;Table grape, consumption mix {FR} U;Table grape, consumption mix {FR} U;1,0;kg;;
Input;Table grape, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;0,7;kg;GLO used as a substitute for IT;
Input;Table grape, consumption mix {FR} U;Grape {RoW}| grape production | Cut-off, U - Adapted from Ecoinvent U;0,3;kg;GLO used as a substitute for FR;
Output;Tamarind, consumption mix {FR} U;Tamarind, consumption mix {FR} U;1,0;kg;;
Input;Tamarind, consumption mix {FR} U;French bean, conventional, national average, at farm gate {FR} U;1,0;kg;;
Output;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;1,0;kg;;
Input;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {AS} U;Algae (Laminaria), dried, at processing {FR} U;1,0;kg;;
Output;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;1,0;kg;;
Input;Tangle (Laminaria digitata), dried or dehydrated, consumption mix {FR} U;Algae (Laminaria), dried, at processing {FR} U;1,0;kg;;
Output;Tap water, consumption mix {FR} U;Tap water, consumption mix {FR} U;1,0;kg;;
Input;Tap water, consumption mix {FR} U;Tap water {FR}| market for tap water | Cut-off, U - Adapted from Ecoinvent U;1,0;kg;;
Output;Taro, consumption mix {FR} U;Taro, consumption mix {FR} U;1,0;kg;;
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0,2;kg;RoW used as a substitute for CM;
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0,2;kg;RoW used as a substitute for CN;
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0,2;kg;RoW used as a substitute for GH;
Input;Taro, consumption mix {FR} U;Carrot {RoW}| carrot production | Cut-off, U - Copied from Ecoinvent U;0,4;kg;RoW used as a substitute for NG;
Output;Tarragon, fresh, consumption mix {FR} U;Tarragon, fresh, consumption mix {FR} U;1,0;kg;;
Input;Tarragon, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1,0;kg;;
Output;Tea, dried, consumption mix {FR} U;Tea, dried, consumption mix {FR} U;1,0;kg;;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;LK used as a substitute for ID;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {IN-HP}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;LK used as a substitute for VN;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {LK}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,2;kg;;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;RoW used as a substitute for DE;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,2;kg;RoW used as a substitute for GB;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;RoW used as a substitute for NL;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {RoW}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;RoW used as a substitute for PE;
Input;Tea, dried, consumption mix {FR} U;Tea, dried {KE}| tea production, dried | Cut-off, U - Adapted from Ecoinvent U;0,1;kg;;
Output;Thyme, dried, consumption mix {FR} U;Thyme, dried, consumption mix {FR} U;1,0;kg;;
Input;Thyme, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;5,0;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for basil);
Output;Thyme, fresh, consumption mix {FR} U;Thyme, fresh, consumption mix {FR} U;1,0;kg;;
Input;Thyme, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1,0;kg;;
Output;Tofu, consumption mix {FR} U;Tofu, consumption mix {FR} U;1,0;kg;;
Input;Tofu, consumption mix {FR} U;Tofu {RoW}| production | Cut-off, U - Copied from Ecoinvent U;1,0;kg;RoW used as proxy for FR;
Output;Tomato juice, pure juice, consumption mix {FR} U;Tomato juice, pure juice, consumption mix {FR} U;1,0;kg;;
Input;Tomato juice, pure juice, consumption mix {FR} U;Tomato juice, pure juice, at plant {ES} U;0,4;kg;Source : data from the dataset : Processed tomatoes, consumption mix/FR U;
Input;Tomato juice, pure juice, consumption mix {FR} U;Tomato juice, pure juice, at plant {IT} U;0,5;kg;Source : data from the dataset : Processed tomatoes, consumption mix/FR U;
Input;Tomato juice, pure juice, consumption mix {FR} U;Tomato juice, pure juice, at processing {FR} U;0,2;kg;"Source : data from the dataset : Processed tomatoes, consumption mix/FR U The transport from France to France is already taken into account in the dataset omato juice, pure juice, at processing/FR U"".""";
Output;Tomato, cherry, consumption mix {FR} U;Tomato, cherry, consumption mix {FR} U;1,0;kg;;
Input;Tomato, cherry, consumption mix {FR} U;Tomato, medium size, conventional, soil based, non-heated greenhouse, at greenhouse {FR} U;1,0;kg;;
Output;Tomato, dried, consumption mix {FR} U;Tomato, dried, consumption mix {FR} U;1,0;kg;;
Input;Tomato, dried, consumption mix {FR} U;Tomato, average basket, conventional, soil based, non-heated greenhouse, at greenhouse {FR} U;14,5;kg;;
Output;Tomme cheese (PDO) from the French Bauges mountains, from cow's milk, consumption mix {FR} U;Tomme cheese (PDO) from the French Bauges mountains, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Tomme cheese (PDO) from the French Bauges mountains, from cow's milk, consumption mix {FR} U;Tomme cheese (PDO) from the French Bauges mountains cheese production, from cow's milk, semi-hard cheese, French production mix, at plant, 1 kg of Tomme cheese (PDO) from the French Bauges mountains type semi-hard (PGi) {FR} U;1,0;kg;;
Output;Tomme cheese, from cow's milk, consumption mix {FR} U;Tomme cheese, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Tomme cheese, from cow's milk, consumption mix {FR} U;Tomme cheese production, from cow's milk, semi-hard cheese, French production mix, at plant, 1 kg of Tomme type semi-hard cheese (PGi) {FR} U;1,0;kg;;
Output;Tomme cheese, from mountain or Savoy, from cow's milk, consumption mix {FR} U;Tomme cheese, from mountain or Savoy, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Tomme cheese, from mountain or Savoy, from cow's milk, consumption mix {FR} U;Tomme cheese, from mountain or Savoy cheese production, from cow's milk, semi-hard cheese, French production mix, at plant, 1 kg of Tomme cheese, from mountain or Savoy type semi-hard (PGi) {FR} U;1,0;kg;;
Output;Tomme cheese, reduced fat, around 13% fat, from cow's milk, consumption mix {FR} U;Tomme cheese, reduced fat, around 13% fat, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Tomme cheese, reduced fat, around 13% fat, from cow's milk, consumption mix {FR} U;Tomme cheese, reduced fat, around 13% fat, cheese production, from cow's  milk, semi-hard cheese, French production mix, at plant, 1 kg of Tomme cheese, reduced fat, around 13% fat, type semi-hard cheese (PGi) {FR} U;1,0;kg;;
Output;Tonguesole, consumption mix {FR} U;Tonguesole, consumption mix {FR} U;1,0;kg;;
Input;Tonguesole, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Tonguesole, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Tonguesole, consumption mix {FR} U;Common Sole, Solea solea, BBiscay, Trammel Net, average, at landing {FR} U;0,4;kg;;
Output;Trout, consumption mix {FR} U;Trout, consumption mix {FR} U;1,0;kg;;
Input;Trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,4;kg;;
Output;Trout, for smoked trout, consumption mix {FR} U;Trout, for smoked trout, consumption mix {FR} U;1,0;kg;;
Input;Trout, for smoked trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,6;kg;Representative of smoked trout production in France - Trout from France (64%);
Input;Trout, for smoked trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,3;kg;Representative of smoked trout production in France - Trout from Spain, Denmark (33%) - Using FR proxy;
Input;Trout, for smoked trout, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0,0;kg;Representative of smoked trout production in France - Trout from Norway (3%) - Using FR proxy;
Output;Tub gurnard, consumption mix {FR} U;Tub gurnard, consumption mix {FR} U;1,0;kg;;
Input;Tub gurnard, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Tub gurnard, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Tub gurnard, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,4;kg;;
Output;Tuna, consumption mix {FR} U;Tuna, consumption mix {FR} U;1,0;kg;;
Input;Tuna, consumption mix {FR} U;Yellowfin Tuna, Thunnus albacares, ECA, Seine, average, at landing {CI} U;0,3;kg;EU process assumed to be the same as French;
Input;Tuna, consumption mix {FR} U;Yellowfin Tuna, Thunnus albacares, ECA, Seine, average, at landing {CI} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Tuna, consumption mix {FR} U;Yellowfin Tuna, Thunnus albacares, ECA, Seine, average, at landing {CI} U;0,4;kg;;
Output;Turbot, consumption mix {FR} U;Turbot, consumption mix {FR} U;1,0;kg;;
Input;Turbot, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Turbot, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Turbot, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0,4;kg;;
Output;Turbot, wild, consumption mix {FR} U;Turbot, wild, consumption mix {FR} U;1,0;kg;;
Input;Turbot, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,3;kg;EU process assumed to be the same as French;
Input;Turbot, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,3;kg;Non-EU process assumed to be the same as French;
Input;Turbot, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0,4;kg;;
Output;Turkey egg, raw, consumption mix {FR} U;Turkey egg, raw, consumption mix {FR} U;1,0;kg;;
Input;Turkey egg, raw, consumption mix {FR} U;Egg, conventionnal, national average, at farm gate {FR} U;1,0;kg;Turkey egg production is approached by chicken egg production;
Output;Turmeric, consumption mix {FR} U;Turmeric, consumption mix {FR} U;1,0;kg;;
Input;Turmeric, consumption mix {FR} U;Black pepper, dried, consumption mix {FR} U;1,0;kg;;
Output;Turnip, consumption mix {FR} U;Turnip, consumption mix {FR} U;1,0;kg;;
Input;Turnip, consumption mix {FR} U;Carrot, conventional, national average, at farm gate {FR} U;1,0;kg;;
Output;Uncured soft cheese, spreadable, around 20% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 20% fat, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Uncured soft cheese, spreadable, around 20% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 20% fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Uncured soft cheese, spreadable, around 20% fat, type soft cheese (PGi) {FR} U;1,0;kg;;
Output;Uncured soft cheese, spreadable, around 25% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 25% fat, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Uncured soft cheese, spreadable, around 25% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 25% fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Uncured soft cheese, spreadable, around 25% fat, type soft cheese (PGi) {FR} U;1,0;kg;;
Output;Uncured soft cheese, spreadable, around 30-40% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 30-40% fat, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Uncured soft cheese, spreadable, around 30-40% fat, from cow's milk, consumption mix {FR} U;Uncured soft cheese, spreadable, around 30-40% fat, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Uncured soft cheese, spreadable, around 30-40% fat, type soft cheese (PGi) {FR} U;1,0;kg;;
Output;Vacherin cheese or Mont d'or cheese, from cow's milk, consumption mix {FR} U;Vacherin cheese or Mont d'or cheese, from cow's milk, consumption mix {FR} U;1,0;kg;;
Input;Vacherin cheese or Mont d'or cheese, from cow's milk, consumption mix {FR} U;Vacherin cheese or Mont d'or cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Vacherin cheese or Mont d'or cheese type soft cheese (PGi) {FR} U;1,0;kg;;
